Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
					(m/s)	LQ	(sccm)	(sccm)	(%)	(sccm)	(sccm)	(sccm)	(sccm)		(sccm)	(s)	(mbar)	(W)	Schicht (s)	(Hz)	(mm)	(°C)	(°C)	(°C)	Größe	Material	Gläser	(W)			(V)	(mbar)	(nm)	(Å/s)	(%)	(%)	(nm·m/min)	(%)	(%)	(mV)	(mA/cm²)	(W)	(%)	(mA/cm²)	(%)	(mA/cm²)	(mA/cm²)	(-)			(S/cm)	(S/cm)	(S/cm)	(-)	488 nm	647 nm	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(cm-3)	(eV)	eV (cm-1)	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm	Cal sccm				Größe	Material		DS-Zeile	Leitf-Zeile	Cryst-Zeile	Sims-Zeile	PDS-Zeile	Cal-Zeile
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D1184	18.11.2010	TM	a(n)	1			582	93	8.73				22.7			51	4	34		13.56		180			10x10	Asahi-U	2		796	128																																		601.31	57.52				14.17		QE jsc (11.8 / 11.5) Poz. 1 					#NV	#NV	#NV	#NV	#NV	98
10D1185	18.11.2010	TM	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56		180			10x10	Asahi-U	2		760	130		1.00E-02																																2996.6	11.28				2.37		QE jsc (11.7 / 11.2) Poz. 6 					#NV	#NV	#NV	#NV	#NV	98
10D1186	18.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
10D1187	18.11.2010	TM	µc(p)	1			3000	8.6	0.18	0.8						132	12.5	400		13.56		180			10x10	Asahi-U	2		760	129		9.00E-07																																2996.6	5.39	1.04					increase the d of the bottom cell					#NV	#NV	#NV	#NV	#NV	98
10D1188	18.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			851	124																																						209.44			for the next normal TJ					#NV	#NV	#NV	#NV	#NV	98
10D1189	18.11.2010	TM	µc(i)	1			3000	54	1.1							3540	12.5	520		13.56		180		241	10x10	Asahi-U	2		755	129		9.00E-07																																2996.6	33.4											#NV	#NV	#NV	#NV	#NV	98
10D1190	18.11.2010	TM	a(n)	1			582	93	8.73				22.7			120	4	34		13.56		180			10x10	Asahi-U	2		805	127																																		601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1191	18.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D1192	18.11.2010	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		764	129		9.00E-07	19.8	1.1		72.61		4.69	52.1	841	10.7	120	47.4	4.48	43.6	0.78			ZnO/Ag-4	30' 160°C														2996.6	5.39	1.04				4,6	"2nd µc-Si static at 300W - both generators 300W; 140 sccm SiH4"					#NV	#NV	#NV	#NV	#NV	98
10D1193	18.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			852	123								4.45	50	844	10.54	152	46.3	4.49	44.3	0.71			ZnO/Ag-6	30' 160°C																		209.44			temperature goes up to 184°C and slowly decreases					#NV	#NV	#NV	#NV	#NV	98
10D1194	18.11.2010	TZ	µc(i)	2	0	0	3000	140	2.81							1400	4	300 / 300		60		180-184		273	10x10	ZnO	2		528 / 460	158 / 244		9.00E-07	1701.99	12.16	0.35	49.96																												2996.6	86.59											1656	#NV	#NV	#NV	#NV	98
10D1195	18.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	2		791	129		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1196	18.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1737																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1197	19.11.2010	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		763	128		9.00E-07	19.8	1.1		72.61		4.89	50.5	860	11.25	139	46.9	4.77	45.1	0.89			ZnO/Ag-4	30' 160°C														2996.6	5.39	1.04				4,6	1st µc-Si static at 450W - target of > 1.5 nm/s					#NV	#NV	#NV	#NV	#NV	98
10D1198	19.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	123								4.44	48.5	844	10.84	169	45.1	4.44	42.1	0.77			ZnO/Ag-6	30' 160°C																		209.44								#NV	#NV	#NV	#NV	#NV	98
10D1199	19.11.2010	TZ	µc(i)	2	0	0	4000	200	3							800	4	450 / 450		60		180-185		210	10x10	ZnO	2		525 / 438	157 / 264		9.00E-07	1464.99	18.31	1.27	52.68																												3995.47	123.71											1670	#NV	#NV	#NV	#NV	98
10D1200	19.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	2		794	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1201	19.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			847	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1500																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1202	19.11.2010	TZ	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3		813	127		9.00E-07	9	1.8		24.92													Ag-4	3d 160°C														300.55	25.7	7.69	23.07			4,5,6	dynamic a-Si cell like 10D794, but i-layer around 330 nm					#NV	#NV	#NV	#NV	#NV	98
10D1203	19.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124								9.41	73.8	888	14.36	5	75.4	4.94	74.8	2.93	6.09E-10	1.45	ZnO/Ag-5	45' 160°C																		209.44			Pos 4 was in oven throughout the whole weekend!					#NV	#NV	#NV	#NV	#NV	98
10D1204	19.11.2010	TZ	a(i)	2	0.015	19	350	240	28.52							506.6666667	1	50 / 55		60		180-182		324	10x10	Asahi-U	3		589 / 514	108 / 178		9.00E-07	318.29	6.28	0.44	15.06	15.08	9.41	73.8	890	14.34	5	74.9	4.92	74.6	2.92	4.75E-09	1.62	ZnO/Ag-6	45' 160°C														372.1	148.45											1674	#NV	#NV	#NV	#NV	98
10D1205	19.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		798	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1206	19.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			874	120																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	342.5																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1207	19.11.2010	JW	a(n)	1			582	93	8.73				22.7			85	4	34		13.56					Dummy	Übrig			801	127		2.00E-06						6.49	67.1	509	18.98	2.86	66.09	9.21	70.6	2.99	1.03E-06	1.18	Ag-1	30' 160°C														601.31	57.52				14.17	1,5,6	rpt. of 10D1146 but temperature stabilization for p-layer					#NV	#NV	#NV	#NV	#NV	98
10D1208	19.11.2010	JW	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56					Dummy	Übrig			762	129		1.00E-02						7.08	65.5	499	21.7	3.8	67	12.3	71.1	2.8	1.30E-06	1.19	ZnO/Ag-5	30' 160°C														2996.6	11.28				2.37							#NV	#NV	#NV	#NV	#NV	98
10D1209	19.11.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		757	130		2.00E-06	19.8	1.1		72.61		7.48	65.6	501	22.75	2.97	67.2	12.9	71.3	2.9	2.30E-06	1.24	ZnO/Ag-6	30' 160°C														2996.6	5.39	1.04										#NV	#NV	#NV	#NV	#NV	98
10D1210	19.11.2010	JW	µc(i)	1			3000	52	1.06							2580	12.5	520		13.56		180		246	10x10	ZnO	3		757	129		9.00E-07	1406.99	5.45	1.25	60.34																												2996.6	32.16											1694	#NV	#NV	#NV	#NV	98
10D1211	19.11.2010	JW	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	3		801	127			15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1212	19.11.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			851	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1442																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1213	22.11.2010	JW	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3		817	125		9.00E-07						10.7	72.62	1340	11	8.11							ZnO/Ag-1	30' 160°C														300.55	25.7	7.69	23.07			1,5,6	like 10D1168, but:					#NV	#NV	#NV	#NV	#NV	98
10D1214	22.11.2010	JW	a(i)	1			1056	80	4.4							205	4	33		13.56		180			10x10	Asahi-U	3					2.00E-06						10.6	72.6	1341	10.9	8.11							ZnO/Ag-5	30' 160°C														1076.34	49.48						short pumping and no temp. stab. before a-Si(i)					#NV	#NV	#NV	#NV	#NV	98
10D1214	22.11.2010	JW	a(i)	1			329	80	12.35							1600	4	33		13.56		180		265	10x10	Asahi-U	3		813	126								10.6	72.6	1340	10.9	8.14							ZnO/Ag-6	30' 160°C														351.3	49.48						short pumping and no temp. stab. before µc-Si(p)					#NV	#NV	#NV	#NV	#NV	98
10D1215	22.11.2010	JW	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		794	128																																		601.31	57.52				14.17		short pumping and no temp. stab. before µc-Si(i)					#NV	#NV	#NV	#NV	#NV	98
10D1216	22.11.2010	JW	µc(n)	1			3000	18	0.38				4			210	12.5	400		13.56		180			10x10	Asahi-U	3		760	129		1.00E-02																																2996.6	11.28				2.37		QE jsc (11.1 / 11.1) Poz. 1 					#NV	#NV	#NV	#NV	#NV	98
10D1217	22.11.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						220	12.5	400		13.56		180			10x10	Asahi-U	3		763	129		2.00E-06																																2996.6	5.39	1.04					QE jsc (11.0 / 11.2) Poz. 5					#NV	#NV	#NV	#NV	#NV	98
10D1218	22.11.2010	JW	µc(i)	1			3000	52	1.06							3600	12.5	520		13.56		180		239	10x10	Asahi-U	3		759	129		2.00E-06																																2996.6	32.16						QE jsc (11.0 / 11.2) Poz. 6 					#NV	#NV	#NV	#NV	#NV	98
10D1219	22.11.2010	JW	a(n)	1			582	93	8.73				22.7			120	4	34		13.56		180			10x10	Asahi-U	3		796	128																																		601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1220	22.11.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D1221	22.11.2010	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		762	129		9.00E-07	19.8	1.1		72.61		6.68	71.2	510	18.39	3	72.3	9.92	70.3	2.51	1.42E-05	1.4	Ag-1	40' 160°C														2996.6	5.39	1.04				1,5,6	"like 10D909 but with power adjusted to 520W (i-layer); no pumping before i1 and i2"					#NV	#NV	#NV	#NV	#NV	98
10D1222	22.11.2010	AF	µc(i)	1			3000	52	1.06							46	12.5	520		13.56		180			10x10	ZnO			757	129		5.00E-02						7.85	69.6	516	21.89	3.2	71.2	12.93	70.4	2.61	6.81E-03	2.63	ZnO/Ag-5	30' 160°C														2996.6	32.16											#NV	#NV	#NV	#NV	#NV	98
10D1223	22.11.2010	AF	µc(i)	1			3000	52	1.06							2580	12.5	520		13.56		180		242	10x10	ZnO	3		754	129		5.00E-02	1443.32	5.59	1.56	61.9		6.8	69.3	512	19.16	3.5	70.6	10.71	69.2	2.53	2.35E-05	1.47	Ag-6	40' 160°C														2996.6	32.16											1686	#NV	#NV	#NV	#NV	98
10D1224	22.11.2010	AF	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	3		799	127			15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1225	22.11.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1478.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1226	23.11.2010	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		767	128		9.00E-07	19.8	1.1		72.61		6.95	71.2	507	19.24	2.8	72	10.06	70.8	2.76	1.49E-05	1.42	Ag-1	45' 160°C														2996.6	5.39	1.04				1,5,6	like 10D909 but with power adjusted to 520W (i-layer)					#NV	#NV	#NV	#NV	#NV	98
10D1227	23.11.2010	AF	µc(i)	1			3000	52	1.06							46	12.5	520		13.56		180			10x10	ZnO			755	129		2.00E-06						8.26	69.3	512	23.25	3	71.6	13.67	71.2	2.77	1.17E-05	1.39	ZnO/Ag-5	30' 160°C														2996.6	32.16											#NV	#NV	#NV	#NV	#NV	98
10D1228	23.11.2010	AF	µc(i)	1			3000	52	1.06							2580	12.5	520		13.56		180		241	10x10	ZnO	3		757	129		9.00E-07	1441.99	5.59	1.22	61.84		8.41	70.1	514	23.35	2.9	71.4	13.76	71.1	2.77	1.29E-05	1.39	ZnO/Ag-6	30' 160°C														2996.6	32.16											1690	#NV	#NV	#NV	#NV	98
10D1229	23.11.2010	AF	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	3		800	127			15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1230	23.11.2010	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig			847	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1477																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1231	23.11.2010	JW	a(n)	1			582	93	8.73				22.7			85	4	34		13.56					Dummy	Übrig			807	126		2.00E-06																	Ag-1															601.31	57.52				14.17	1,5,6	rpt. of 10D1146 but temperature stabilization for p-layer					#NV	#NV	#NV	#NV	#NV	98
10D1232	23.11.2010	JW	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56					Dummy	Übrig			764	128		1.00E-02						7.56	63.7	518	22.89	3.5	64.1	12.91	68.8	2.96	3.60E-05	1.6	ZnO/Ag-5	30' 160°C														2996.6	11.28				2.37		only short pumping before i-layer					#NV	#NV	#NV	#NV	#NV	98
10D1233	23.11.2010	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3		758	130		2.00E-06	19.8	1.1		72.61		7.46	65.1	506	22.65	3.1	65.7	12.83	70.3	2.93	1.86E-06	1.23	ZnO/Ag-6	30' 160°C														2996.6	5.39	1.04										#NV	#NV	#NV	#NV	#NV	98
10D1234	23.11.2010	JW	µc(i)	1			3000	52	1.06							2580	12.5	520		13.56		180		243	10x10	ZnO	3		754	129		2.00E-06	1411.99	5.47	1.72	60.55																												2996.6	32.16											1698	#NV	#NV	#NV	#NV	98
10D1235	23.11.2010	JW	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	3		795	128			15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1236	23.11.2010	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1447																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1237	23.11.2010	TZ	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3		816	127		9.00E-07	9	1.8		24.92		8.65	71.7	895	13.48	6.9	73.1	4.01	73.1	3.02	1.17E-09	1.52	Ag-4	30' 160°C														300.55	25.7	7.69	23.07			4,5,6	like 10D1163 but with higher flow for i-layer					#NV	#NV	#NV	#NV	#NV	98
10D1238	23.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			854	123								9.3	73.1	892	14.25	5.5	73.8	4.94	73.3	2.9	4.44E-09	1.62	ZnO/Ag-5	30' 160°C																		209.44								#NV	#NV	#NV	#NV	#NV	98
10D1239	23.11.2010	TZ	a(i)	2	0.015	16	420	285	28.55							426.6666667	1	63 / 69		60		179-182		323	10x10	Asahi-U	3		598 / 514	101 / 174		9.00E-07	351.12	8.23	0.53	16.61	19.75	9.2	72.6	892	14.21	5.7	73.6	4.9	72.2	2.89	9.46E-10	1.5	ZnO/Ag-6	30' 160°C														441.24	176.28											1702	#NV	#NV	#NV	#NV	98
10D1240	23.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		797	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1241	23.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	125																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	375.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1242	24.11.2010	TM	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	2		819	124		9.00E-07						11.1	74.4	1373	10.8	9.66							ZnO/Ag-1	30' 160°C														300.55	25.7	7.69	23.07			1,6	like 10D1181 but µc-Si bottom layer +5 minutes (reduced tunnel junction -20% compared to std)					#NV	#NV	#NV	#NV	#NV	98
10D1243	24.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			861	121								10.9	76	1367	10.5	9.01							ZnO/Ag-6	30' 160°C																		209.44			both substrates lost in LISSY and then recovered					#NV	#NV	#NV	#NV	#NV	98
10D1244	24.11.2010	TM	a(i)	1			270	65	12.08							2280	4	33		13.56		180			10x10	Asahi-U	2		813	127		9.00E-07																																292.55	40.2						back contact didn't work as usual					#NV	#NV	#NV	#NV	#NV	98
10D1245	24.11.2010	TM	a(n)	1			582	93	8.73				22.7			68	4	34		13.56		180		266	10x10	Asahi-U	2		803	128																																		601.31	57.52				14.17		QE jsc (11.6 / 11.1) Poz. 1 					#NV	#NV	#NV	#NV	#NV	98
10D1246	24.11.2010	TM	µc(n)	1			3000	18	0.38				4			168	12.5	400		13.56		180			10x10	Asahi-U	2		759	129		1.00E-02																																2996.6	11.28				2.37		QE jsc (11.6 / 10.8) Poz. 6 					#NV	#NV	#NV	#NV	#NV	98
10D1247	24.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124																																						209.44			Thickness seems to be ok - back contact reason for low Bottom-current?					#NV	#NV	#NV	#NV	#NV	98
10D1248	24.11.2010	TM	µc(p)	1			3000	8.6	0.18	0.8						176	12.5	400		13.56		180			10x10	Asahi-U	2		756	131		9.00E-07																																2996.6	5.39	1.04										#NV	#NV	#NV	#NV	#NV	98
10D1249	24.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			847	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
10D1250	24.11.2010	TM	µc(i)	1			3000	54	1.1							3840	12.5	520		13.56		180		239	10x10	Asahi-U	2		756	128		9.00E-07	2642.5	6.88	0.66	73.32																												2996.6	33.4											1548	#NV	#NV	#NV	#NV	98
10D1251	24.11.2010	TM	a(n)	1			582	93	8.73				22.7			120	4	34		13.56		180			10x10	Asahi-U	2		805	127																																		601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1252	24.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			847	125																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
10D1253	24.11.2010	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		758	129		9.00E-07	19.8	1.1		72.61		4.71	53.3	806	10.94	113	50.5	4.77	45.9	1.1			ZnO/Ag-4	30' 160°C														2996.6	5.39	1.04				4,6	"3rd µc-Si static at 300W - Slave reduced to 290W; 130 sccm SiH4"					#NV	#NV	#NV	#NV	#NV	98
10D1254	24.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124								4.03	48.8	817	10.12	188	45.1	4.6	37.6	0.75			ZnO/Ag-6	30' 160°C																		209.44								#NV	#NV	#NV	#NV	#NV	98
10D1255	24.11.2010	TZ	µc(i)	2	0	0	3000	130	2.61							1200	4	290 / 300		60		180-184		261	10x10	ZnO	2		532 / 442	155 / 266		9.00E-07	1358.5	11.32	3.35	50.1																												2996.6	80.41											1738	#NV	#NV	#NV	#NV	98
10D1256	24.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	2		792	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1257	24.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	125																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1393.52																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1258	25.11.2010	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2		766	129		9.00E-07	19.8	1.1		72.61		4.6	50	835	11.01	177	46.8	4.77	44.4	0.86			ZnO/Ag-4	30' 160°C														2996.6	5.39	1.04				4,6	"2nd µc-Si static at 450W - Slave reduced to 420W; 180 sccm SiH4"					#NV	#NV	#NV	#NV	#NV	98
10D1259	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	123								4.12	46.7	848	10.41	220	44.5	4.51	42.3	0.64			ZnO/Ag-6	30' 160°C																		209.44								#NV	#NV	#NV	#NV	#NV	98
10D1260	25.11.2010	TZ	µc(i)	2	0	0	4000	180	2.71							800	4	420 / 450		60		180-184		199	10x10	ZnO	2		528 / 433	153 / 271		9.00E-07	1390.5	17.38	3.42	55.56																												3995.47	111.34											1724	#NV	#NV	#NV	#NV	98
10D1261	25.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	ZnO	2		789	131		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1262	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	125																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	1425.52																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1263	25.11.2010	TZ	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3		814	127		9.00E-07	9	1.8		24.92		9.12	73.4	889	13.96	5.4	74.4	4.33	75.9	3.04	7.63E-10	1.46	Ag-4	45' 160°C														300.55	25.7	7.69	23.07			4,5,6	like 10D1176 but with lower flow for i-layer					#NV	#NV	#NV	#NV	#NV	98
10D1264	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			846	124								9.42	74.4	886	14.3	4.8	75.9	4.87	75.2	2.93	4.90E-10	1.43	ZnO/Ag-5	30' 160°C																		209.44			ZnO back contact problems					#NV	#NV	#NV	#NV	#NV	98
10D1265	25.11.2010	TZ	a(i)	2	0.015	34	180	130	28.56							906.6666667	1	26 / 28		60		179-181		327	10x10	Asahi-U	3		574 / 505	134 / 199		9.00E-07	360.12	3.97	1.44	17.58	9.53	9.6	73.7	889	14.66	5.4	74.9	5.1	75.4	2.97	4.94E-10	1.44	ZnO/Ag-6	30' 160°C														201.14	80.41											1706	#NV	#NV	#NV	#NV	98
10D1266	25.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		798	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17							#NV	#NV	#NV	#NV	#NV	98
10D1267	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			849	124																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	384.33																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1268	25.11.2010	TZ	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3		814	127		9.00E-07	9	1.8		24.92		9.02	73	892	13.84	6	74.3	4.25	74.6	3.05	7.73E-10	1.46	Ag-4	30' 160°C														300.55	25.7	7.69	23.07			4,5,6	like 10D947 but with lower flow for i-layer					#NV	#NV	#NV	#NV	#NV	98
10D1269	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			850	124								8.81	73.5	889	13.48	5.8	75.2	4.12	75.4	2.95	4.91E-10	1.44	ZnO/Ag-5	30' 160°C																		209.44			ZnO back contact problems					#NV	#NV	#NV	#NV	#NV	98
10D1270	25.11.2010	TZ	a(i)	2	0.015	24	295	205	28.54							640	1	40 / 44		60		179-182		320	10x10	Asahi-U	3		575 / 505	123 / 189		9.00E-07	354.45	5.54	0.93	15.54	13.29	9.4	73.9	893	14.25	5.3	75.3	4.84	74.7	2.93	6.12E-10	1.46	ZnO/Ag-6	30' 160°C														317.52	126.8						Pos 6 not homogenous					1710	#NV	#NV	#NV	#NV	98
10D1271	25.11.2010	TZ	a(n)	1			582	93	8.73				22.7			85	4	34		13.56		180			10x10	Asahi-U	3		796	128		9.00E-07	15.22	1.79		11.07																												601.31	57.52				14.17		Pos 5 worse than with silver back contact!					#NV	#NV	#NV	#NV	#NV	98
10D1272	25.11.2010	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig			848	125																																						209.44								#NV	#NV	#NV	#NV	#NV	98
																																	378.67																																											#NV	#NV	#NV	#NV	#NV	#NV
10D1273	26.11.2010	TM	a(p)	1			278	41	7.88	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	2		814	127		9.00E-07						11.2	73.9	1345	11.3	8.3							ZnO/Ag-1	30' 160°C														300.55	25.7	7.69	23.07			1,6	like 10D1242 but with regular µc-Si i-layer (also +5 minutes, tandem junction also only -20% instead of -40%))					#NV	#NV	#NV	#NV	#NV	98
10D1274	26.11.2010	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig			855	123								11	73.8	1338	11.1	9.4							ZnO/Ag-6	30' 160°C																		209.44			QE jsc (11.3 / 12.4) Poz. 1					#NV	#NV	#NV	#NV	#NV	98
10D1275	26.11.2010	TM	a(i)	1			270	65	12.08							2280	4	33		13.56		180		267	10x10	Asahi-U	2		811	126		9.00E-07																																292.55	40.2						QE jsc (11.1 / 11.8) Poz. 6					#NV	#NV	#NV	#NV	#NV	98
10D1276	26.11.2010	TM	a(n)	1			582	93	8.73				22.7			68	4	34		13.56		180			10x10	Asahi-U	2		798	128																																		601.31	57.52				14.17		Thinner than expected. Maybe Topcell not ok - cause of low Top-current?					#NV	#NV	#NV	#NV	#NV	98
10D1277	26.11.2010	TM	µc(n)	1			3000	18	0.38				4			168	12.5	400		13.56		180			10x10	Asahi-U	2		759	129		1.00E-02																																2996.6	11.28				2.37		nothing to find in log-file					#NV	#NV	#NV	#NV	#NV	98
