Nr.	Datum	Operator	Schicht	Kammer	vSubstr LQ	Pendel#	H2	SiH4	SC	TMB	CH4	CO2	PH3	Gas?	Gasfluss	t	p	P	Pump nach	f	del	Ts	Th	Th depo	Subst	Subst	Anzahl	Pr	CL	CT	UDC	Basis p	d	R	?d/d¯	Deplet	R dyn	h	FF	Voc	jsc	Rs	FF rot	jsc rot	FF blau	jsc blau	j0	n	Reflekt	Anneal	sd nT	sd vT/oT	sph	Photosens	Krist (%)	Krist (%)	Sims [O]	Sims [C]	Sims [N]	Sims [B]	Sims [?]	PDS E04	PDS a 1,2	H2	SiH4	TMB	CH4	CO2	PH3		Bemerkung					Hilfe-Spalten					
11D1703	19.09.2011	JW	µc(i)	1			125	29-31								2880	5	300		13.56		180			10x10	ZnO	2					9.00E-07	1375.15	4.77		#WERT!																				59.96666667								144.76												1618	#NV	587	#NV	#NV	86
11D1704	19.09.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1705	19.09.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	1410.17																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1706	19.09.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.52		5.61	57.4	454	21.53	4.2							ZnO/Ag-4	30' 160°C														2987.32	5.4	1.01					like 11D1579 but with lower gas flow and higher power at master					#NV	#NV	#NV	#NV	#NV	86
11D1707	19.09.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25			"Slave shut off after a few seconds; plasma not stable at master"					#NV	#NV	#NV	#NV	#NV	86
11D1708	19.09.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.53																												2987.32	25.11											#NV	#NV	#NV	#NV	#NV	86
11D1709	19.09.2011	TZ	µc(i)	2	0	0	600	100	9.11							1100	6	360 / 400		60					10x10	ZnO	2					9.00E-07	745.78	6.78	0	39.12																												615.43	61.67											1634	#NV	#NV	#NV	#NV	86
11D1710	19.09.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1711	19.09.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	831.2																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1712	19.09.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.52		7.96	69.6	508	22.52	2.5	71.2	12.69	70	2.8	1.31E-05	1.41	ZnO/Ag-4	75' 160°C														2987.32	5.4	1.01				4,6	"SC-series; 0.5 nm/s; 60 % (like 11D1484)"					#NV	#NV	#NV	#NV	#NV	86
11D1713	19.09.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												7.69	69.1	506	21.99	2.6	70.2	12.26	68.8	2.82	4.29E-05	1.54	ZnO/Ag-6	75' 160°C																		212.25			best cell pos 4: 970 nm (i) / best cell pos 6: 940 nm (i)					#NV	#NV	#NV	#NV	#NV	86
11D1714	19.09.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.53																												2987.32	25.11											#NV	#NV	#NV	#NV	#NV	86
11D1715	19.09.2011	TZ	µc(i)	2	0	0	500	65	7.16							1300	4	170 / 180		60					10x10	ZnO	2					9.00E-07	830.28	6.39	7.16	56.95																												517.34	39.91											1638	#NV	#NV	#NV	#NV	86
11D1716	19.09.2011	TZ	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1717	19.09.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	915.7																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1718	20.09.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	4					9.00E-07	19.8	1.1		72.52		7.43	71.4	504	20.66	2.3	72.4	10.87	71.2	2.86			Ag-6	30' 160°C														2987.32	5.4	1.01				1,5,6,9	µc-Si with grading (like 11D1084) - test run for oerlikon					#NV	#NV	#NV	#NV	#NV	86
11D1719	20.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.36	69.5	498	24.17	2.7	70.7	14.18	69.9	2.84			ZnO/Ag-1	30' 160°C																		212.25			pos 1 was not good please do not use for Oerlikon tests					#NV	#NV	#NV	#NV	#NV	86
11D1720	20.09.2011	TM	µc(i)	1			3000	54	1.1							2700	12.5	520		13.56		180			10x10	ZnO	4					9.00E-07	1422.48	5.27		56.63		8.8	70.8	513	24.23	2.5	72.1	14.12	71.7	2.88	6.96E-05	1.66	ZnO/Ag-5	30' 160°C														2987.32	33.11						please use other possition 4					1594	#NV	#NV	#NV	#NV	86
11D1721	20.09.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	4						15.22	1.79		11.12		8.64	70.1	506	24.32	2.3	71.5	14.22	70.6	2.88	1.62E-05	1.42	ZnO/Ag-9	30' 160°C														597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1722	20.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	1457.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1723	20.09.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.52		4.78	61.68	410.73	18.88	3.27	61.71	10.41	65.15	2.41	9.36E-05	1.36	Ag-1	 30' 160°C														2987.32	5.4	1.01				1,5	160 s delay					#NV	#NV	#NV	#NV	#NV	86
11D1724	20.09.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.44	62.74	413.49	20.98	3.08	62.84	11.34	63.18	2.77	4.39E-04	1.58	Ag-5	 30' 160°C																		212.25			(red) Icr ist homogen bei 54-59%					#NV	#NV	#NV	#NV	#NV	86
11D1725	20.09.2011	JW	µc(i)	1			125	29	11.17							2880	5	300		13.56		180			10x10	ZnO	2					9.00E-07	1340.82	4.66		91.02																			52.25	56.45								144.76	18.2						Effizienz leider nicht					1654	#NV	599	#NV	#NV	86
11D1726	20.09.2011	JW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1727	20.09.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	1375.83																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1728	20.09.2011	AF	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		72.52		7.67	70.6	511	21.22	2.7	71.1	11.89	68.6	2.76	5.51E-05	1.58	ZnO/Ag-4	30' 160°C														2987.32	5.4	1.01				4,6	like 11D1644 but at 8 mbar					#NV	#NV	#NV	#NV	#NV	86
11D1729	20.09.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.06	69.9	517	22.3	2.9	71.3	12.43	70.4	2.86	2.52E-05	1.51	ZnO/Ag-6	30' 160°C																		212.25			best cell pos 4: 670 nm (i) / best cell pos 6: 880 nm (i)					#NV	#NV	#NV	#NV	#NV	86
11D1730	20.09.2011	AF	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.53																												2987.32	25.11											#NV	#NV	#NV	#NV	#NV	86
11D1731	20.09.2011	AF	µc(i)	2	0	0	5000	170	2.1							750	8	620 / 650		60					10x10	ZnO	2					9.00E-07	704.78	9.4	23.89	31.62																												4929.31	105.75											1642	#NV	#NV	#NV	#NV	86
11D1732	20.09.2011	AF	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1733	20.09.2011	AF	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	790.2																																						"cleaning of all chambers and gate valves; change of plates for gas feed and exhaust in PC2"					#NV	#NV	#NV	#NV	#NV	#NV
11D1734	27.09.2011	DW	a(i)	2	0.015	35	295	205	28.77							933.3333333	1	50 / 55		60												2.00E-06					0																											317.11	128.07						cover layer PC1 & PC2					#NV	#NV	#NV	#NV	#NV	86
11D1735	27.09.2011	DW	a(i)	1			329	80	12.31							2700	4	33		13.56		180										2.00E-06																																350.44	49.21											#NV	#NV	#NV	#NV	#NV	86
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1736	28.09.2011	DW	a(p)	1			278	41	7.89	6.6		14				50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		24.89		9.59	74	897	14.45	5.3	74.8	4.67	76.4	2.97	6.62E-10	1.48	Ag-1	30' 160°C														300.38	25.73	8.36		14.86		1,5,9	std a-Si					#NV	#NV	#NV	#NV	#NV	86
11D1737	28.09.2011	DW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												10.02	74	877	15.45	4.8	75.5	5.83	75	2.88	4.92E-10	1.41	ZnO/Ag-5	30' 160°C																		212.25								#NV	#NV	#NV	#NV	#NV	86
11D1738	28.09.2011	DW	a(i)	1			1056	80	4.4							205	4	33		13.56		180			10x10	Asahi-U	3					9.00E-07	23.58	1.15				10.18	73.5	893	15.52	4.7	74.9	5.71	75.9	2.95	5.39E-10	1.44	ZnO/Ag-9	30' 160°C														1069.88	49.21											#NV	#NV	#NV	#NV	#NV	86
11D1738	28.09.2011	DW	a(i)	1			329	80	12.31							1520	4	33		13.56		180			10x10	Asahi-U	3						#WERT!																															350.44	49.21											#NV	#NV	#NV	#NV	#NV	86
11D1739	28.09.2011	DW	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	Asahi-U	3						15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1740	28.09.2011	DW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	#WERT!																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1741	28.09.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		72.52		7.89	71.1	514	21.58	2.6	71.8	11.41	70.8	2.96	2.08E-05	1.45	Ag-1	30' 160°C														2987.32	5.4	1.01				1,5,9	std µc-Si with grading					#NV	#NV	#NV	#NV	#NV	86
11D1742	28.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.03	70.9	520	24.49	2.6	72.2	14.11	72.1	2.95	1.26E-05	1.39	ZnO/Ag-5	30' 160°C																		212.25								#NV	#NV	#NV	#NV	#NV	86
11D1743	28.09.2011	TM	µc(i)	1			3000	54	1.1							2700	12.5	520		13.56		180			10x10	ZnO	3					9.00E-07	#WERT!					9.01	70.7	518	24.59	2.6	72	14.3	71.6	2.91	1.41E-05	1.43	ZnO/Ag-9	30' 160°C														2987.32	33.11											#NV	#NV	#NV	#NV	#NV	86
11D1744	28.09.2011	TM	a(n)	1			582	93	8.75				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.12																												597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1745	28.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																	#WERT!																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1746	28.09.2011	TM	µc(p)	1			2250	5.8	0.16	0.8						27	4	400		13.56		180			10x10	ZnO	9					9.00E-07						10.4	71.5	918	15.8	4.44							ZnO/Ag-5	30' 160°C														2248.71	3.64	1.01					a-Si on ZnO (like in Tandem cell), with regular n-layers (85s/210s)					#NV	#NV	#NV	#NV	#NV	86
11D1747	28.09.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						26	12.5	400		13.56		180			10x10	ZnO	9					1.00E-02																																2987.32	5.4	1.01					measured at SunSim II					#NV	#NV	#NV	#NV	#NV	86
11D1748	28.09.2011	TM	a(p)	1			278	41	7.89	6.1	28					50	4	27		13.56		180			10x10	ZnO	9					1.00E-02																																300.38	25.73	7.73	23.29									#NV	#NV	#NV	#NV	#NV	86
11D1749	28.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
11D1750	28.09.2011	TM	a(i)	1			1056	40	2.29							300	4	33		13.56		180			10x10	ZnO	9					9.00E-07																																1069.88	25.11											#NV	#NV	#NV	#NV	#NV	86
11D1750	28.09.2011	TM	a(i)	1			329	80	12.31							1700	4	33		13.56		180			10x10	ZnO	9																																					350.44	49.21											#NV	#NV	#NV	#NV	#NV	86
11D1751	28.09.2011	TM	a(n)	1			582	93	8.75				22.7			51	4	34		13.56		180			10x10	ZnO	9																																					597.73	57.31				14.25							#NV	#NV	#NV	#NV	#NV	86
11D1752	28.09.2011	TM	µc(n)	1			3000	18	0.38				4			126	12.5	400		13.56		180			10x10	ZnO	9					1.00E-02																																2987.32	11.3				2.38							#NV	#NV	#NV	#NV	#NV	86
11D1753	28.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25								#NV	#NV	#NV	#NV	#NV	86
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1754	29.09.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	7					9.00E-07	19.8	1.1		72.52		8.7	70.6	513	24.1	2.03					3.75E-05	1.54	ZnO/Ag-1	30' 160°C														2987.32	5.4	1.01					"bottom cell like 11D0729 but with regular p-layer; 2xOerlikon, 4x1/2 Gabrielle, 2xstd ZnO, 1xJoachim, 2xLADA"					#NV	#NV	#NV	#NV	#NV	86
11D1755	29.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.6	69.9	508	24.3	2.26					4.08E-05	1.54	ZnO/Ag-3	30' 160°C																		212.25			measured at SunSim II					#NV	#NV	#NV	#NV	#NV	86
11D1756	29.09.2011	TM	µc(i)	1			3000	54	1.1							2700	12.5	520		13.56		180			10x10	ZnO	7					9.00E-07	#WERT!					11.6	71.3	1384	11.7	8							ZnO/Ag-6	30' 160°C														2987.32	33.11						"Pos 6 including top cell 11D-1746; QE Jsc (11.6 / 12.0), pos 14"					#NV	#NV	#NV	#NV	#NV	86
11D1757	29.09.2011	TM	a(n)	1			582	93	8.75				22.7			120	4	34		13.56		180			10x10	ZnO	7						21.48	1.79		11.12		11.8	72.4	1404	11.6	7.9							ZnO/Ag-9	30' 160°C														597.73	57.31				14.25		"Pos 9 including top cell 11D-1746; QE Jsc (11.5 / 12.0), pos 1"					#NV	#NV	#NV	#NV	#NV	86
11D1758	29.09.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										212.25			best tandem with LA top cell: 11.6 % / best tandem with LA top cell and substrate from Gabrielle: 12.1 %					#NV	#NV	#NV	#NV	#NV	86
																																																																							change of cooling water system and moving gas cabinet  (Ar, CO2, …) within the lab					#NV	#NV	#NV	#NV	#NV	#NV
11D1759	18.10.2011	DW	a(i)	2	0.015	35	295	205	29.21							933.3333333	1	50 / 55		60												2.00E-06																																308.33	127.21						cover layer PC1 & PC2					#NV	#NV	#NV	#NV	#NV	98
11D1760	18.10.2011	DW	a(i)	1			329	80	12.69							2700	4	33		13.56		180										2.00E-06																																341.49	49.64											#NV	#NV	#NV	#NV	#NV	98
																																																																												#NV	#NV	#NV	#NV	#NV	#NV
11D1761	18.10.2011	TZ	a(p)	1			278	41	8.09	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		24.93		8.89	72.9	880	13.86	5	73.6	4.21	75.5	2.99	7.92E-10	1.47	Ag-1	30' 160°C														291.76	25.69	7.74	23.11			1,5,9	rpt of 11D0491 as std a-Si for PC2					#NV	#NV	#NV	#NV	#NV	98
11D1762	18.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.59	73.9	881	14.73	4.4	74.8	5.18	75	2.9	6.05E-10	1.49	ZnO/Ag-5	30' 160°C																		210.13								#NV	#NV	#NV	#NV	#NV	98
11D1763	18.10.2011	TZ	a(i)	2	0.015	26	320	165	23.53							693.3333333	1	50 / 55		60		180			10x10	Asahi-U	3					9.00E-07	364.79	5.26		18.29		9.58	72.8	882	14.93	4.7	73.7	5.29	74.7	2.92	7.50E-10	1.47	ZnO/Ag-9	30' 160°C														332.71	102.39											1662	#NV	#NV	#NV	#NV	98
11D1764	18.10.2011	TZ	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1765	18.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	389																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1766	19.10.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	4					9.00E-07	19.8	1.1		71.31		7.67	71.8	511	20.92	2.5	71.2	11.16	?	2.83	1.69E-05	1.41	Ag-1	30' 160°C														2986.55	5.49	1.03				1,5,9	std µc-Si with grading					#NV	#NV	#NV	#NV	#NV	98
11D1767	19.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.75	70	518	24.11	3	71.7	14.02	71.6	2.86	8.69E-06	1.36	ZnO/Ag-5	30' 160°C																		210.13								#NV	#NV	#NV	#NV	#NV	98
11D1768	19.10.2011	TM	µc(i)	1			3000	54	1.11							2700	12.5	520		13.56		180			10x10	ZnO	4					9.00E-07	#WERT!					8.71	70	516	24.12	2.7	71.6	14.11	70.4	2.82	1.61E-05	1.42	ZnO/Ag-9	30' 160°C														2986.55	33.51											#NV	#NV	#NV	#NV	#NV	98
11D1769	19.10.2011	TM	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	ZnO	4						15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1770	19.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																																		#NV	#NV	#NV	#NV	#NV	98
																																	#WERT!																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1771	19.10.2011	TM	µc(n)	1			3000	18	0.38				4			240	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	26.4	1.1		34.25																												2986.55	11.43				2.38		1st n-i-p					#NV	#NV	#NV	#NV	#NV	98
11D1772	19.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
11D1773	19.10.2011	TM	µc(i)	1			3000	54	1.11							2700	12.5	520		13.56		180			10x10	ZnO	3					9.00E-07	#WERT!																															2986.55	33.51											#NV	#NV	#NV	#NV	#NV	98
11D1774	19.10.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					1.00E-02	32.22	1.79		116.04																												2986.55	5.49	1.03										#NV	#NV	#NV	#NV	#NV	98
11D1775	19.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	#WERT!																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1776	19.10.2011	JW	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	3					9.00E-07	19.8	1.1		71.31		6.14	64.93	443.54	21.33	2.66	65.04	11.06	68.15	3.01	5.33E-05	1.4	Ag-1	 65' 160°C														2986.55	5.49	1.03				1,2,5	"µc-Si low flow; 25s delay"					#NV	#NV	#NV	#NV	#NV	98
11D1777	19.10.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.78	63.99	435.76	20.74	3.24	64.7	11.05	66.88	2.77	6.81E-05	1.4	Ag-2	 65' 160°C																		210.13								#NV	#NV	#NV	#NV	#NV	98
11D1778	19.10.2011	JW	µc(i)	1			125	35	13.56							2880	5	300		13.56		180			10x10	ZnO	3					9.00E-07	1576.32	5.47	6.46	88.49		2.74	51.21	488.87	10.94	7.78	57.28	5.63	43.23	0.71	1.52E-05	1.5	Ag-5	 65' 160°C						19.42222222								140.3	22.01											1718	#NV	615	#NV	#NV	98
11D1779	19.10.2011	JW	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	ZnO	3						15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1780	19.10.2011	JW	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	1611.33																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1781	20.10.2011	TZ	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		71.31		7.1	63.2	475	23.67	3.2	63.6	13.64	64.7	2.9	3.06E-04	1.68	ZnO/Ag-4	30' 160°C														2986.55	5.49	1.03				4,6	"SC-series; 0.5 nm/s; 60 % (like 11D1484)"					#NV	#NV	#NV	#NV	#NV	98
11D1782	20.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.38	59.5	451	20.02	4	60.1	10.64	61.3	2.77	1.26E-03	1.91	ZnO/Ag-6	30' 160°C																		210.13			best cell pos 4: 1670 nm (i) / best cell pos 6: 1860 nm (i)					#NV	#NV	#NV	#NV	#NV	98
11D1783	20.10.2011	TZ	µc(i)	1			3000	40	0.83							120	12.5	520		13.56		180			10x10	ZnO	2					9.00E-07	50.4	4.2		59.59																												2986.55	25.08											#NV	#NV	#NV	#NV	#NV	98
11D1784	20.10.2011	TZ	µc(i)	2	0	0	500	35	4.14							3000	4	170 / 180		60					10x10	ZnO	2					9.00E-07	1190.09	3.97	2.08	64.14																												509.53	22.01											1666	#NV	#NV	#NV	#NV	98
11D1785	20.10.2011	TZ	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	ZnO	2					9.00E-07	15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1786	20.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	1275.5																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1787	20.10.2011	BG	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	2					9.00E-07	19.8	1.1		71.31		5.06	60.56	415.92	20.08	3.49	59.8	10.21	66.51	2.95			Ag-1	 30' 160°C														2986.55	5.49	1.03				1,5	"µc-Si low flow; prefill with 3.5/125"					#NV	#NV	#NV	#NV	#NV	98
11D1788	20.10.2011	BG	CO2	1								200				120	6	180		13.56					Dummy	Übrig												5.47	61.73	412.75	21.48	3.31	62.27	11.32	65.92	2.96			Ag-5	 30' 160°C																		210.13			3s delay					#NV	#NV	#NV	#NV	#NV	98
11D1789	20.10.2011	BG	µc(i)	1			125	29									5	300		13.56		180			10x10	ZnO	2					9.00E-07	1390.99		7.99																					63.95								140.3												1730	#NV	627	#NV	#NV	98
11D1790	20.10.2011	BG	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	ZnO	2						15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1791	20.10.2011	BG	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	1426																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1792	21.10.2011	TM	µc(p)	1			3000	8.6	0.18	0.8						180	12.5	400		13.56		180			10x10	ZnO	8					9.00E-07	19.8	1.1		71.31		8.5	71.5	515	23	2.09							ZnO/Ag-1	 30' 160°C														2986.55	5.49	1.03					"bottom cell for Oerlikon top-cell; like 11D1754 but 36' bottom i-layer; 4 Oerlikon substrates, 2 ZnO; 1 LA top cell; 1 LADA top cell (11D1746)"					#NV	#NV	#NV	#NV	#NV	98
11D1793	21.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												8.6	71	516	23.4	2.33							ZnO/Ag-3	 30' 160°C																		210.13			thickness for bottom 1,1 - 1,2µm					#NV	#NV	#NV	#NV	#NV	98
11D1794	21.10.2011	TM	µc(i)	1			3000	54	1.11							2160	12.5	520		13.56		180			10x10	ZnO	8					9.00E-07	1234.97	5.72	11.46	60.72																												2986.55	33.51											1702	#NV	#NV	#NV	#NV	98
11D1795	21.10.2011	TM	a(n)	1			582	93	8.9				22.7			120	4	34		13.56		180			10x10	ZnO	8						21.48	1.79		11.04		11.8	75.2	1417	11.1	9.04							ZnO/Ag	 30' 160°C														590.99	57.71				14.2		"top cell 11D1746; QE Jsc (11.7 / 11.3), pos 1"					#NV	#NV	#NV	#NV	#NV	98
11D1796	21.10.2011	TM	CO2	1								200				120	6	180		13.56					Dummy	Übrig												11.8	75.6	1431	10.9	8.7							ZnO/Ag	 30' 160°C																		210.13			"top cell 11L0806; QE Jsc (11.8 / 10.8), pos 5"					#NV	#NV	#NV	#NV	#NV	98
																																	1276.25																																											#NV	#NV	#NV	#NV	#NV	#NV
11D1797	21.10.2011	TZ	a(p)	1			278	41	8.09	6.1	28					50	4	27		13.56		180			10x10	Asahi-U	3					9.00E-07	9	1.8		24.93		8.72	73.1	879	13.59	6.1	74.1	4.09	75.3	2.98	6.64E-09	1.64	Ag-4	35' 160°C														291.76	25.69	7.74	23.11			4,5,6	"thin a-Si dynamic; like 11D1368 but with a little less power"					#NV	#NV	#NV	#NV	#NV	98
11D1798	21.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig												9.39	74.8	877	14.31	4.9	75.2	4.79	75.3	2.93	5.85E-09	1.61	ZAZ-5	30' 160°C																		210.13			pos 5&6 with module back contact					#NV	#NV	#NV	#NV	#NV	98
11D1799	21.10.2011	TZ	a(i)	2	0.015	24	350	240	29.15							640	1	30 / 33		60					10x10	Asahi-U	3					9.00E-07	258.12	4.03	7.23	9.64	9.68	9.37	74.4	877	14.35	5.1	74.8	4.75	75.5	2.95	5.64E-09	1.59	ZAZ-6	30' 160°C														362	148.93											1670	#NV	#NV	#NV	#NV	98
11D1800	21.10.2011	TZ	a(n)	1			582	93	8.9				22.7			85	4	34		13.56		180			10x10	Asahi-U	3					9.00E-07	15.22	1.79		11.04																												590.99	57.71				14.2							#NV	#NV	#NV	#NV	#NV	98
11D1801	21.10.2011	TZ	CO2	1								200				120	6	180		13.56					Dummy	Übrig																																										210.13								#NV	#NV	#NV	#NV	#NV	98
																																	282.33																																											#NV	#NV	#NV	#NV	#NV	#NV
